id,name,extra,area,meters,section,region,feet,summited,lat,lng,link,description,pictureURL,startingPointURL
215,Sgor Gaoith,,Cairngorms,1116,08A,08A: Cairngorms,3661,FALSE,57.068561,-3.810856,https://www.walkhighlands.co.uk/munros/sgor-gaoith,"Sgòr Gaoith stands out as a prominent peak situated on the eastern boundary of an expansive, undulating plateau. Its striking position is perched dramatically on the brink of a towering wall of fragmented cliffs that plunge steeply down to the serene waters of Loch Einich. This unique setting offers one of the most spectacular and rewarding shorter hillwalks in the Cairngorms, combining breathtaking scenery with a sense of adventure.",https://d3teiib5p3f439.cloudfront.net/munros/sgor-gaoith-1.JPG,"https://www.google.com/maps/search/57.08790,-3.89510/"
216,Sgorr Ruadh,,Torridon,961,13B,13B: Applecross to Achnasheen,3152,FALSE,57.498622,-5.407747,https://www.walkhighlands.co.uk/munros/sgorr-ruadh,"Sgòrr Ruadh stands as a striking sandstone giant within the Couilin Forest, renowned for its majestic presence. Its most awe-inspiring feature is the grand face that towers above Coire Lair, offering a dramatic and rugged landscape. In contrast, the southern and western flanks of the mountain present a more subdued and less imposing aspect. Many adventurers choose to ascend Sgòrr Ruadh on its own, tackling the steep and often boggy southern slopes. However, a more captivating route involves approaching from the bealach that connects it with Beinn Liath Mhòr, providing a more varied and scenic climb.",https://d3teiib5p3f439.cloudfront.net/munros/sgorr-ruadh-1.JPG,"https://www.google.com/maps/search/57.48180,-5.32920/"
217,Sgurr a' Bhealaich Dheirg,,Kintail,1036,11A,11A: Loch Duich to Cannich,3399,FALSE,57.177825,-5.252177,https://www.walkhighlands.co.uk/munros/sgurr-a-bhealaich-dheirg,"Sgùrr a' Bhealaich Dheirg stands as the tallest and most impressive peak on the Brothers Ridge, which extends eastward from the renowned Five Sisters of Kintail. This majestic mountain's true summit is situated on a slender spur that juts out to the north of the main ridge. At the pinnacle, you'll find a meticulously constructed cairn marking the highest point, offering breathtaking views and a rewarding sense of accomplishment for those who reach it.",https://d3teiib5p3f439.cloudfront.net/munros/sgurr-a-bhealaich-dheirg-1.JPG,"https://www.google.com/maps/search/57.16960,-5.29450/"
218,Sgurr a' Chaorachain,,Torridon,1053,12A,12A: Kyle of Lochalsh to Garve,3455,FALSE,57.452501,-5.189284,https://www.walkhighlands.co.uk/munros/sgurr-a-chaorachain,"Sgùrr a' Chaorachain is often ascended in tandem with its nearby counterpart, Sgùrr Chòinnich. These two peaks are nestled deep within the glen of the Allt a' Chonais, a secluded area branching off from the primary path that winds through Glen Carron. The journey to these mountains offers a sense of remoteness and tranquility, making the effort to reach them all the more rewarding for avid munro baggers.",https://d3teiib5p3f439.cloudfront.net/munros/sgurr-a-chaorachain-1.JPG,"https://www.google.com/maps/search/57.49130,-5.27236/"
219,Sgurr a' Choire Ghlais,,Loch Ness,1084,12A,12A: Kyle of Lochalsh to Garve,3555,FALSE,57.444288,-4.903757,https://www.walkhighlands.co.uk/munros/sgurr-a-choire-ghlais,"Standing as the tallest of the Glen Strathfarrar Munros, Sgùrr a' Choire Ghlais is a majestic summit that commands attention at the heart of the range. This impressive peak is crowned with two well-crafted cairns, offering a rewarding destination for those who venture to its heights. The panoramic views from the top are nothing short of spectacular, making the climb well worth the effort for any dedicated munro bagger.",https://d3teiib5p3f439.cloudfront.net/munros/sgurr-a-choire-ghlais-1.JPG,"https://www.google.com/maps/search/57.40560,-4.85910/"
220,Sgurr a' Ghreadaidh,,Islands,972,17B,17B: Minginish and the Cuillin Hills,3189,FALSE,57.227313,-6.234425,https://www.walkhighlands.co.uk/munros/sgurr-a-ghreadaidh,"Sgùrr a' Ghreadaidh stands as the tallest peak in the central section of the Cuillin ridge, offering a challenging and exhilarating experience for climbers. This majestic mountain boasts two distinct summits, divided by an incredibly narrow arete, reputed to be the sharpest in the British Isles. The true summit is the northern peak, which is most commonly accessed through a demanding scramble up An Dorus. However, there are alternative routes available for those seeking a different approach, as detailed in our comprehensive guide. This mountain promises not only a test of skill but also breathtaking views and a sense of accomplishment for those who reach its heights.",https://d3teiib5p3f439.cloudfront.net/munros/sgurr-a-ghreadaidh-1.JPG,"https://www.google.com/maps/search/57.21980,-6.29290/"
221,Sgurr a' Mhadaidh,,Islands,918,17B,17B: Minginish and the Cuillin Hills,3012,FALSE,57.230869,-6.231931,https://www.walkhighlands.co.uk/munros/sgurr-a-mhadaidh,"Sgùrr a' Mhadaidh boasts four distinct summits along one of the more challenging stretches of the Cuillin Ridge. Among these, the highest peak stands out as the sole Munro and is unique in that it can be reached without the need for technical rock-climbing skills. The most common route to the summit is through An Dorus, a notable gap in the ridge. However, for those seeking a less demanding climb, there is an alternative path that diverges from the gully before arriving at the bealach, offering a slightly easier ascent. This mountain provides a rewarding experience for those who venture its rugged terrain, with breathtaking views and a sense of accomplishment upon reaching the top.",https://d3teiib5p3f439.cloudfront.net/munros/sgurr-a-mhadaidh-1.JPG,"https://www.google.com/maps/search/57.21980,-6.29290/"
222,Sgurr a' Mhaim,,Fort William,1099,04A,04A: Fort William to Loch Treig & Loch Leven,3606,FALSE,56.75592,-5.00369,https://www.walkhighlands.co.uk/munros/sgurr-a-mhaim,"Sgùrr a' Mhàim stands prominently on a jutting spur to the north of the central Mamores ridge. Its summit, often cloaked in gleaming quartzite, can be mistaken for snow when viewed from Glen Nevis, especially under certain lighting conditions. The connection to the rest of the Mamores range is via the exhilarating and narrow 'Devil's Ridge,' which offers both a thrilling challenge and breathtaking views for those who traverse it.",https://d3teiib5p3f439.cloudfront.net/munros/sgurr-a-mhaim-1.JPG,"https://www.google.com/maps/search/56.77770,-5.00034/"
223,Sgurr a' Mhaoraich,,Fort William,1027,10A,10A: Glen Shiel to Loch Hourn and Loch Quoich,3369,FALSE,57.105849,-5.330509,https://www.walkhighlands.co.uk/munros/sgurr-a-mhaoraich,"Sgùrr a' Mhaoraich stands as a lone Munro on the northern shores of Loch Quoich, nestled between the regions of Kintail and Knoydart. This mountain offers an exceptional vantage point, with particularly stunning views stretching down the length of Loch Huorn. Its isolated position makes it a unique and rewarding climb for those seeking both solitude and breathtaking scenery.",https://d3teiib5p3f439.cloudfront.net/munros/sgurr-a-mhaoraich-1.JPG,"https://www.google.com/maps/search/57.08480,-5.27810/"
224,Sgurr Alasdair,,Islands,992,17B,17B: Minginish and the Cuillin Hills,3255,FALSE,57.206589,-6.224143,https://www.walkhighlands.co.uk/munros/sgurr-alasdair,"Sgùrr Alasdair stands as the tallest peak in Britain outside of the mainland, offering a truly unique and exhilarating experience for climbers. Despite its modestly sized summit, it boasts one of the most breathtaking vantage points in the Skye Cuillin range. From this lofty perch, you can take in the dramatic expanse of the Cuillin Ridge, marvel at the sheer cliffs, and gaze upon the shimmering lochs below. The panoramic views extend to the surrounding sea and the scattered islands, creating a mesmerizing and unforgettable landscape in every direction.",https://d3teiib5p3f439.cloudfront.net/munros/sgurr-alasdair-1.JPG,"https://www.google.com/maps/search/57.20300,-6.29140/"
225,Sgurr an Doire Leathain,,Kintail,1010,10A,10A: Glen Shiel to Loch Hourn and Loch Quoich,3314,FALSE,57.13687,-5.281531,https://www.walkhighlands.co.uk/munros/sgurr-an-doire-leathain,"Sgùrr an Doire Leathain stands as one of the seven majestic Munros gracing the South Cluanie ridge. Unlike its counterparts, its summit is uniquely positioned a short distance to the north of the main ridge, perched on a distinctive projecting spur. This location offers a slightly different perspective and a rewarding challenge for avid munro baggers. The panoramic views from the summit are truly breathtaking, capturing the rugged beauty of the surrounding landscape. Photo © Russel Wills from Geograph under CCSA licence.",https://d3teiib5p3f439.cloudfront.net/munros/sgurr-an-doire-leathain-1.JPG,"https://www.google.com/maps/search/57.15600,-5.17815/"
226,Sgurr an Lochain,,Kintail,1004,10A,10A: Glen Shiel to Loch Hourn and Loch Quoich,3294,FALSE,57.141288,-5.297466,https://www.walkhighlands.co.uk/munros/sgurr-an-lochain,"Sgùrr an Lochain is often considered the most impressive of the seven Munros that grace the southern Glen Shiel Ridge. Its striking, pointed summit towers majestically above a rugged corrie, which cradles the lochan that lends the mountain its name. The dramatic landscape and the serene lochan combine to create a breathtaking vista, making Sgùrr an Lochain a must-visit for any avid Munro bagger.",https://d3teiib5p3f439.cloudfront.net/munros/sgurr-an-lochain-1.JPG,"https://www.google.com/maps/search/57.15600,-5.17815/"
227,Sgurr Ban,,Ullapool,989,14A,14A: Loch Maree to Loch Broom,3245,FALSE,57.718538,-5.265903,https://www.walkhighlands.co.uk/munros/sgurr-ban,"Sgùrr Bàn stands as one of the most isolated Munros nestled within the rugged expanse of the Fisherfield Forest. This majestic peak can be accessed through a challenging and rewarding trek starting from Kinlochewe, or alternatively, approached via the scenic route by Loch a'Bhraoin. However, the most common ascent begins from the Shenavall bothy, offering a more practical base for climbers. The journey to Sgùrr Bàn is an adventure in itself, promising breathtaking landscapes and a true sense of wilderness.",https://d3teiib5p3f439.cloudfront.net/munros/sgurr-ban-1.JPG,"https://www.google.com/maps/search/57.77680,-5.25450/"
228,Sgurr Breac,,Ullapool,1000,14B,14B: The Fannaichs,3280,FALSE,57.691943,-5.09131,https://www.walkhighlands.co.uk/munros/sgurr-breac,"Sgùrr Breac, along with its companion A' Chailleach, forms part of the western Fannich range. This striking munro is particularly notable for its dramatically steep northern face, which presents a formidable and awe-inspiring sight. The rugged terrain and the sheer cliffs make it a challenging yet rewarding climb for avid munro baggers. The panoramic views from the summit are nothing short of spectacular, offering a true sense of the wild and untamed beauty of the Scottish Highlands.",https://d3teiib5p3f439.cloudfront.net/munros/sgurr-breac2.jpg,"https://www.google.com/maps/search/57.73740,-5.09000/"
229,Sgurr Choinnich,,Torridon,999,12A,12A: Kyle of Lochalsh to Garve,3279,FALSE,57.451026,-5.207916,https://www.walkhighlands.co.uk/munros/sgurr-choinnich,"Sgùrr Chòinnich is frequently climbed in tandem with its loftier companion, Sgùrr a' Chaorachain. Although Sgùrr Chòinnich stands at a slightly lower elevation, it is often considered the more striking of the two peaks. Its summit ridge is gracefully adorned with numerous crags, adding to its rugged charm and making it a favorite among hikers. The ascent offers a rewarding experience with breathtaking views and a sense of accomplishment as you navigate its impressive terrain.",https://d3teiib5p3f439.cloudfront.net/munros/sgurr-choinnich-1.JPG,"https://www.google.com/maps/search/57.49130,-5.27236/"
230,Sgurr Choinnich Mor,,Fort William,1094,04A,04A: Fort William to Loch Treig & Loch Leven,3589,FALSE,56.80043,-4.90396,https://www.walkhighlands.co.uk/munros/sgurr-choinnich-mor,"Sgùrr Chòinnich Mòr stands as a striking pyramidal summit, marking the western boundary of the Grey Corries range. This impressive peak is renowned for its sharp, elegant arete, which presents a rewarding challenge for climbers. Reaching this majestic mountain involves a lengthy and demanding approach, no matter which direction you choose to tackle it from. The journey, however, is well worth the effort, offering breathtaking views and a true sense of accomplishment.",https://d3teiib5p3f439.cloudfront.net/munros/sgurr-choinnich-mor-1.JPG,"https://www.google.com/maps/search/56.87270,-4.86820/"
231,Sgurr Dearg,Inaccessible Pinnacle,Islands,986,17B,17B: Minginish and the Cuillin Hills,3234,FALSE,57.213261,-6.234818,https://www.walkhighlands.co.uk/munros/inaccessible-pinnacle,"The Inaccessible Pinnacle, commonly referred to as the In Pinn, stands as the second loftiest peak within the Skye Cuillin range. Renowned for its formidable challenge, it is widely considered the most arduous of all the Munros. The ascent demands not only a rock climb but also an abseil, necessitating either substantial climbing experience or the guidance of a seasoned expert. This striking pinnacle emerges dramatically from the summit of Sgùrr Dearg, offering a thrilling adventure for those who dare to conquer it. Photo credit: Ian Jeffrey.",https://d3teiib5p3f439.cloudfront.net/munros/inaccessible-pinnacle-1.JPG,"https://www.google.com/maps/search/57.21200,-6.28840/"
232,Sgurr Dubh Mor,,Islands,944,17B,17B: Minginish and the Cuillin Hills,3097,FALSE,57.204869,-6.211385,https://www.walkhighlands.co.uk/munros/sgurr-dubh-mor,"Sgùrr Dubh Mòr stands as a striking rocky pinnacle located just off the main Cuillin Ridge, presenting a formidable challenge for munro baggers. Typically, adventurers reach this peak through a demanding and often elusive scramble from the surrounding range. On the opposite side, the Dubhs Ridge offers a direct ascent from Loch Coruisk to the summit. This route is renowned as the longest rock climb in Britain, making it an iconic and exhilarating experience for those equipped with the necessary climbing skills. The journey to Sgùrr Dubh Mòr is not just a test of endurance but also a celebration of Scotland's rugged and breathtaking landscapes.",https://d3teiib5p3f439.cloudfront.net/munros/sgurr-dubh-mor-1.JPG,"https://www.google.com/maps/search/57.20300,-6.29140/"
233,Sgurr Eilde Mor,,Fort William,1010,04A,04A: Fort William to Loch Treig & Loch Leven,3314,FALSE,56.750006,-4.895435,https://www.walkhighlands.co.uk/munros/sgurr-eilde-mor,"Sgùrr Èilde Mòr stands as an eastern sentinel of the Mamores range, characterized by its sharp, conical shape composed of scree and rugged rock. The climb to its summit is a challenging endeavor, rising steeply above the picturesque Coire an Lochain. The mountain's precipitous slopes offer breathtakingly deep and expansive views, rewarding those who undertake the demanding ascent.",https://d3teiib5p3f439.cloudfront.net/munros/sgurr-eilde-mor2.jpg,"https://www.google.com/maps/search/56.71680,-4.96280/"
234,Sgurr Fhuar-thuill,,Loch Ness,1049,12A,12A: Kyle of Lochalsh to Garve,3442,FALSE,57.44968,-4.94178,https://www.walkhighlands.co.uk/munros/sgurr-fhuar-thuill,"Sgùrr Fhuar-thuill presents itself as a narrow, grassy ridge adorned with striking corries that add to its dramatic landscape. To the northeast, you'll find Fhuar-thuill Mòr, which boasts a picturesque lochan that enhances the area's natural beauty. Heading south, you'll come across Loch Toll a'Mhuic, a serene body of water nestled beneath the imposing slabby crags of Sgùrr na Muice, an outlying peak of the mountain. This combination of features makes Sgùrr Fhuar-thuill a captivating destination for any munro bagger.",https://d3teiib5p3f439.cloudfront.net/munros/sgurr-fhuar-thuill-1.JPG,"https://www.google.com/maps/search/57.40560,-4.85910/"
235,Sgurr Fhuaran,,Kintail,1069,11A,11A: Loch Duich to Cannich,3507,FALSE,57.19615,-5.34765,https://www.walkhighlands.co.uk/munros/sgurr-fhuaran,"Sgùrr Fhuaran stands as the central and tallest summit among the famed Five Sisters of Kintail. This peak, with its strikingly perfect conical shape, boasts a west ridge that is arguably the longest uninterrupted ascent route in all of Scotland. However, most climbers typically reach Sgùrr Fhuaran by traversing its neighboring peaks first, making for a more varied and scenic approach.",https://d3teiib5p3f439.cloudfront.net/munros/sgurr-fhuaran-1.JPG,"https://www.google.com/maps/search/57.16940,-5.29450/"
236,Sgurr Mhic Choinnich,,Islands,948,17B,17B: Minginish and the Cuillin Hills,3111,FALSE,57.208937,-6.224113,https://www.walkhighlands.co.uk/munros/sgurr-mhic-choinnich,"Sgùrr Mhic Chòinnich stands as a striking, wedge-shaped ridge of rock that towers above the scenic Coire Lagan. This Munro is renowned for presenting a significant challenge to those who are not seasoned climbers, as it is considered one of the more demanding peaks in the Cuillin range. The ascent from the bealach features a particularly exposed and nerve-wracking climb that tests the mettle of even experienced hikers. The mountain proudly bears the name of John Mackenzie, an early and influential local climbing guide who left a lasting legacy in the region.",https://d3teiib5p3f439.cloudfront.net/munros/sgurr-mhic-choinnich-1.JPG,"https://www.google.com/maps/search/57.20300,-6.29140/"
237,Sgurr Mor,Loch Quiche,Fort William,1003,10B,10B: Knoydart to Glen Kingie,3291,FALSE,57.028446,-5.354206,https://www.walkhighlands.co.uk/munros/sgurr-mor-loch-quoich,"Sgùrr Mòr stands as a towering, rugged peak, characterized by its steep and rocky terrain. This Munro is one of the most secluded and challenging to access, nestled between the expansive Loch Quoich and the desolate Glen Kingie. The most common approach to conquer this majestic mountain begins at Strathan, located at the head of Loch Arkaig. This route demands a strenuous ascent over an intervening pass, both on the journey to the summit and on the return trip. The effort required to reach Sgùrr Mòr is substantial, but the breathtaking views and sense of accomplishment make it a rewarding endeavor for dedicated munro baggers.",https://d3teiib5p3f439.cloudfront.net/munros/sgurr-mor-loch-quoich-1.JPG,"https://www.google.com/maps/search/56.97190,-5.31230/"
238,Sgurr Mor,,Ullapool,1109,14B,14B: The Fannaichs,3638,FALSE,57.700133,-5.016765,https://www.walkhighlands.co.uk/munros/sgurr-mor,"Sgùrr Mòr stands as the tallest peak among the Fannichs, easily identifiable from a distance thanks to its striking and almost surreal cone-like silhouette. This majestic mountain offers an exceptional vantage point for taking in the breathtaking vistas of the northwest Highlands. For those embarking on a ridgewalk in the Fannichs, Sgùrr Mòr undoubtedly serves as the crowning jewel, providing an unforgettable experience and panoramic views that are second to none.",https://d3teiib5p3f439.cloudfront.net/munros/sgurr-mor-1.JPG,"https://www.google.com/maps/search/57.72480,-4.89430/"
239,Sgurr na Banachdich,,Islands,965,17B,17B: Minginish and the Cuillin Hills,3166,FALSE,57.220972,-6.241638,https://www.walkhighlands.co.uk/munros/sgurr-na-banachdich,"Sgùrr na Banachdich stands out as one of the more accessible Munros within the Skye Cuillin range, particularly when approached through Coir nan Eich. Despite its relative ease of ascent, this peak boasts a sharply defined summit that offers breathtaking panoramic views. It is uniquely positioned at the convergence of three prominent ridges that are popular among scramblers, making it a rewarding climb for both novice and experienced hikers alike.",https://d3teiib5p3f439.cloudfront.net/munros/sgurr-na-banachdich-1.JPG,"https://www.google.com/maps/search/57.21980,-6.29290/"
240,Sgurr na Carnach,,Kintail,1002,11A,11A: Loch Duich to Cannich,3287,FALSE,57.189034,-5.349224,https://www.walkhighlands.co.uk/munros/sgurr-na-carnach,"Sgùrr na Càrnach, one of the renowned Five Sisters of Kintail, was distinguished as a separate Munro during the 1997 revision of Munro's tables. This peak is characterized by its steep, rocky cone, offering a challenging yet rewarding climb for avid hikers. The rugged terrain and dramatic slopes make it a notable feature in the Kintail landscape, providing breathtaking views and a sense of accomplishment for those who reach its summit.",https://d3teiib5p3f439.cloudfront.net/munros/sgurr-na-carnach-1.JPG,"https://www.google.com/maps/search/57.16940,-5.29450/"
241,Sgurr na Ciche,,Fort William,1040,10B,10B: Knoydart to Glen Kingie,3413,FALSE,57.013468,-5.456905,https://www.walkhighlands.co.uk/munros/sgurr-na-ciche,"Sgùrr na Cìche stands out as one of the most elegantly contoured peaks in the Scottish Highlands, often recognized by its striking conical shape visible from various vantage points. Nestled in the rugged and untamed landscape on the periphery of Knoydart, this mountain offers an unparalleled panorama, stretching down the entire expanse of Loch Nevis. The remote location and wild surroundings add to the allure, making it a must-visit for those seeking both adventure and breathtaking natural beauty.",https://d3teiib5p3f439.cloudfront.net/munros/sgurr-na-ciche-1.JPG,"https://www.google.com/maps/search/56.97190,-5.31230/"
242,Sgurr na Ciste Duibhe,,Kintail,1027,11A,11A: Loch Duich to Cannich,3369,FALSE,57.180924,-5.337134,https://www.walkhighlands.co.uk/munros/sgurr-na-ciste-duibhe,"Sgùrr na Ciste Duibhe, the southernmost peak among the renowned Five Sisters of Kintail, provides breathtaking vistas stretching down Loch Duich. One of its most striking characteristics is the graceful eastern ridge that extends over the Top of Sgùrr nan Spainteach, making it a favorite among hikers and climbers. The mountain's rugged terrain and scenic beauty offer a rewarding experience for those who venture to its summit, where the panoramic views are truly unparalleled.",https://d3teiib5p3f439.cloudfront.net/munros/sgurr-na-ciste-duibhe-1.JPG,"https://www.google.com/maps/search/57.16940,-5.29450/"
243,Sgor na h-Ulaidh,,Fort William,994,03B,03B: Loch Linnhe to Loch Etive,3261,FALSE,56.619796,-5.08006,https://www.walkhighlands.co.uk/munros/sgor-na-h-ulaidh,"Nestled in the heart of Glen Coe, Sgòr na h-Ulaidh is often overlooked and remains one of the lesser-known mountains in the area. Its secluded position means it is not as frequently climbed as its more famous neighbors. The ascent is notably steep, demanding a good level of fitness and determination. However, those who reach its summit are rewarded with a unique and breathtaking perspective of the surrounding peaks, offering a fresh and captivating view of this iconic glen.",https://d3teiib5p3f439.cloudfront.net/munros/sgor-na-h-ulaidh-1.JPG,"https://www.google.com/maps/search/56.66110,-5.06878/"
244,Sgurr na Lapaich,,Loch Ness,1152,12B,12B: Killilan to Inverness,3779,FALSE,57.369311,-5.059726,https://www.walkhighlands.co.uk/munros/sgurr-na-lapaich,"Sgùrr na Lapaich stands as the tallest peak within the vast and secluded mountain range located to the north of Loch Mullardoch. This majestic summit is particularly notable for its prominence on clear days, where it can be distinctly seen from vantage points such as the Kessock Bridge and the city of Inverness. The remote nature of this range adds to the allure and challenge for avid munro baggers seeking to conquer its heights.",https://d3teiib5p3f439.cloudfront.net/munros/sgurr-na-lapaich-1.JPG,"https://www.google.com/maps/search/57.33990,-4.96150/"
245,Sgurr na Ruaidhe,,Loch Ness,993,12A,12A: Kyle of Lochalsh to Garve,3258,FALSE,57.441497,-4.852465,https://www.walkhighlands.co.uk/munros/sgurr-na-ruaidhe,"Sgùrr na Ruaidhe, one of the quartet of Munros nestled in Glen Strathfarrar, presents itself as a rather unremarkable, dome-shaped hill blanketed in soft, spongy moss. Despite its somewhat plain appearance, the hill offers a notable highlight: a captivating view stretching eastward towards the Cromarty and Beauly Firths. This scenic vantage point provides a rewarding visual treat for those who venture to its summit, making the climb worthwhile.",https://d3teiib5p3f439.cloudfront.net/munros/sgurr-na-ruaidhe-1.JPG,"https://www.google.com/maps/search/57.40560,-4.85910/"
246,Sgurr na Sgine,,Kintail,946,10A,10A: Glen Shiel to Loch Hourn and Loch Quoich,3104,FALSE,57.147088,-5.396699,https://www.walkhighlands.co.uk/munros/sgurr-na-sgine,"Sgùrr na Sgìne might not match the imposing presence of its nearby counterpart, The Saddle, but it remains an impressive summit in its own right. Its notable feature, Faochag (meaning 'the whelk'), presents a strikingly steep and conical appearance when viewed from the elevated vantage points of Glen Shiel. This peak offers a rewarding climb and captivating views, making it a worthy addition to any munro bagger's list.",https://d3teiib5p3f439.cloudfront.net/munros/sgurr-na-sgine-1.JPG,"https://www.google.com/maps/search/57.17620,-5.36459/"
247,Sgurr nan Ceathreamhnan,,Loch Ness,1151,11A,11A: Loch Duich to Cannich,3776,FALSE,57.254911,-5.222732,https://www.walkhighlands.co.uk/munros/sgurr-nan-ceathreamhnan,"Sgùrr nan Ceathreamhnan stands as a truly majestic mountain, serving as the crowning jewel of an array of impressive ridges. Nestled deep within the untamed wilderness at the head of Glen Affric, it is one of the most secluded summits in all of Scotland. Due to its remote location, most adventurers will find that an overnight stay is essential to successfully undertake the ascent. This peak offers an unparalleled experience for those willing to venture into its rugged and isolated terrain.",https://d3teiib5p3f439.cloudfront.net/munros/sgurr-nan-ceathreamhnan-1.JPG,"https://www.google.com/maps/search/57.23220,-5.18340/"
248,Sgurr nan Clach Geala,,Ullapool,1093,14B,14B: The Fannaichs,3586,FALSE,57.696278,-5.048237,https://www.walkhighlands.co.uk/munros/sgurr-nan-clach-geala,"Sgùrr nan Clach Geala stands as a truly majestic mountain, characterized by its impressive north-south ridge and a breathtaking eastern face adorned with a series of rugged crags. The typical route to this splendid peak begins at the base of Loch a'Bhraoin, offering a scenic and rewarding approach. As you ascend, the dramatic landscape unfolds, revealing the mountain's striking geological features and the serene beauty of the surrounding wilderness.",https://d3teiib5p3f439.cloudfront.net/munros/sgurr-nan-clach-geala-1.JPG,"https://www.google.com/maps/search/57.73730,-5.09000/"
249,Sgurr nan Coireachan,Glen Dessary,Fort William,954,10B,10B: Knoydart to Glen Kingie,3129,FALSE,57.007158,-5.40544,https://www.walkhighlands.co.uk/munros/sgurr-nan-coireachan-glen-dessary,"Sgùrr nan Coireachan presents a challenging climb with its blend of grassy and rocky inclines, making the ascent from Glen Dessary quite demanding. For those who choose to follow the ridge all the way to its end at Sgùrr na Cìche, Sgùrr nan Coireachan serves as just the beginning, a prelude to the more strenuous efforts that lie ahead. The journey offers a rewarding experience for dedicated munro baggers, with stunning views and a sense of accomplishment awaiting at each peak.",https://d3teiib5p3f439.cloudfront.net/munros/sgurr-nan-coireachan-glen-dessary-1.JPG,"https://www.google.com/maps/search/56.97190,-5.31230/"
250,Sgurr nan Coireachan,Glenfinnan,Fort William,956,10D,10D: Mallaig to Fort William,3137,FALSE,56.935728,-5.448551,https://www.walkhighlands.co.uk/munros/sgurr-nan-coireachan-glenfinnan,"Sgùrr nan Coireachan stands proudly as one of a duo of Munros, with its companion peak, Sgùrr Thuilm, situated at the head of the picturesque Glen Finnan. These two majestic, rocky summits offer not only breathtaking panoramic views but also share some of the rugged charm and wild character of the nearby Knoydart region. The ascent of Sgùrr nan Coireachan promises an exhilarating experience for any munro bagger, with its craggy terrain and the sense of adventure that comes with exploring such a remote and beautiful part of Scotland.",https://d3teiib5p3f439.cloudfront.net/munros/sgurr-nan-coireachan-glenfinnan-1.JPG,"https://www.google.com/maps/search/56.87110,-5.43640/"
251,Sgurr nan Conbhairean,,Kintail,1109,11B,11B: Glen Affric to Glen Moriston,3638,FALSE,57.177622,-5.095407,https://www.walkhighlands.co.uk/munros/sgurr-nan-conbhairean,"Sgùrr nan Conbhairean is a somewhat elusive, dome-shaped peak that rises above the serene waters of Loch Cluanie. Its position, set back from the main road, makes it a hidden gem not immediately visible to passersby. This mountain is the tallest among a trio of Munros in the area, offering an engaging and rewarding circuit for those who venture to explore its heights. The journey to its summit provides a sense of seclusion and discovery, making it a memorable experience for any munro bagger.",https://d3teiib5p3f439.cloudfront.net/munros/sgurr-nan-conbhairean-1.JPG,"https://www.google.com/maps/search/57.14610,-5.06820/"
252,Sgurr nan Each,,Ullapool,923,14B,14B: The Fannaichs,3028,FALSE,57.681008,-5.04635,https://www.walkhighlands.co.uk/munros/sgurr-nan-each,"Sgùrr nan Each, a distinguished Munro located on the southern ridge of Sgùrr nan Clach Geala, presents itself as a striking and graceful 'S'-shaped ridge. Its steep, rugged flanks add to its dramatic appearance, making it a notable peak for avid climbers and hikers. The ascent offers breathtaking views and a rewarding challenge for those who seek to conquer its elegant slopes.",https://d3teiib5p3f439.cloudfront.net/munros/sgurr-nan-each-1.JPG,"https://www.google.com/maps/search/57.73730,-5.09000/"
253,Sgurr nan Eag,,Islands,926,17B,17B: Minginish and the Cuillin Hills,3039,FALSE,57.19581,-6.211264,https://www.walkhighlands.co.uk/munros/sgurr-nan-eag,"Sgùrr nan Eag, the southernmost summit in the Cuillin range, offers a relatively straightforward ridge walk, though it still demands some scrambling expertise. This part of the ridge extends out to the final peak, Gars-bheinn, and its elevated position above the sea provides breathtaking panoramic views. The journey along this ridge is not only a test of your mountaineering skills but also a feast for the eyes, with the dramatic landscape unfolding beneath you.",https://d3teiib5p3f439.cloudfront.net/munros/sgurr-nan-eag-1.JPG,"https://www.google.com/maps/search/57.20300,-6.29140/"
254,Sgurr nan Gillean,,Islands,966,17B,17B: Minginish and the Cuillin Hills,3170,FALSE,57.248215,-6.193159,https://www.walkhighlands.co.uk/munros/sgurr-nan-gillean,"Sgùrr nan Gillean is often celebrated as the most striking peak within the Skye Cuillin range. This majestic, pyramid-shaped mountain boasts three prominent ridges. The most accessible of these ridges is still a challenge, suitable only for enthusiastic and experienced scramblers. The remaining two ridges present even greater challenges, as they are classified as graded rock climbs, demanding advanced climbing skills and equipment. The breathtaking views and exhilarating ascent make Sgùrr nan Gillean a must-visit for dedicated mountaineers.",https://d3teiib5p3f439.cloudfront.net/munros/sgurr-nan-gillean2.jpg,"https://www.google.com/maps/search/57.28940,-6.17600/"
255,Sgurr Thuilm,,Fort William,963,10D,10D: Mallaig to Fort William,3159,FALSE,56.937056,-5.389207,https://www.walkhighlands.co.uk/munros/sgurr-thuilm,"Sgùrr Thuilm stands as one of the two majestic Munros in the Glenfinnan area. This impressive rocky summit exudes a unique charm and character, offering breathtaking panoramic views. From its heights, you can marvel at the stunning vistas of lochs and the dramatic, steep mountains that stretch out in every direction. The experience of reaching the peak is as rewarding as the scenery itself, making it a must-visit for any Munro bagger.",https://d3teiib5p3f439.cloudfront.net/munros/sgurr-thuilm-1.JPG,"https://www.google.com/maps/search/56.87110,-5.43640/"
